Order_Number,CustomerKey,ProductKey,StoreKey,DateKey,Total_Amount,Quantity
1400005,1173991,59,38,276513,936.00,6
1400006,1157094,63,37,276513,181.00,1
1400007,1272086,447,66,276513,229.90,1
1400008,1569144,174,53,276513,389.70,3
1400009,1001523,69,42,276513,51.38,2
1400010,1475255,2512,47,276513,259.98,2
1400011,297462,1392,10,276513,42.99,1
1400012,1335146,1618,59,276513,471.92,8
1400013,1483256,2,0,276513,90.93,7
1400014,1733137,464,50,276513,2037.00,3
1400015,1928849,527,55,276513,396.00,4
1400016,1639535,456,44,276513,1118.00,2
1400017,1008873,69,37,276513,25.69,1
1400018,1865833,60,49,276513,1092.00,7
1400019,308716,1576,0,276513,12.99,1
1400021,1524551,419,0,276513,2214.00,6
1400022,1204679,1629,59,276513,79.92,8
1400023,739091,535,30,276513,179.00,1
1400024,1045339,187,0,276513,259.80,2
1400025,451755,1590,24,276513,68.67,3
1400026,570476,453,0,276513,1609.30,7
1400027,584350,62,23,276513,724.00,4
1400028,1765668,476,57,276513,3476.00,4
1401000,292643,519,0,276575,3714.00,6
1401001,1519236,350,45,276575,2394.00,6
1401002,55084,420,5,276575,999.80,2
1401003,1778294,2500,50,276575,47.44,2
1401004,1113255,1450,42,276575,308.00,1
1401005,1407573,123,54,276575,559.98,2
1401006,324163,69,8,276575,25.69,1
1401007,1505443,422,53,276575,2907.00,3
1401008,1702221,1862,65,276575,18570.30,7
1401009,196331,435,4,276575,269.95,1
1401010,2015674,401,57,276575,652.00,2
1401011,1217153,88,47,276575,299.98,2
1401012,373746,840,10,276575,119.70,3
1401013,571339,2066,21,276575,94.99,1
1401014,1543325,852,57,276575,692.70,3
1401015,582375,51,24,276575,599.85,3
1401016,1702950,419,45,276575,738.00,2
1401017,813109,54,0,276575,296.00,1
1401018,478557,1638,0,276575,13.89,1
1401019,1533025,651,51,276575,116.00,1
1401020,215067,1591,0,276575,37.98,3
1401021,1706324,69,53,276575,51.38,2
1401022,1544577,64,64,276575,543.00,3
1401023,350949,1585,8,276575,22.89,1
1401024,1749157,692,53,276575,248.00,1
1401026,1825107,106,49,276575,132.99,1
1401028,212385,61,8,276575,181.00,1
1402000,1517872,74,0,276648,75.90,2
1402001,424079,454,20,276648,1349.50,5
1402002,1560793,1268,62,276648,49.96,1
1402003,367191,371,10,276648,599.00,1
1402004,357825,455,0,276648,1838.00,2
1402005,481506,2268,24,276648,479.70,6
1402006,1154367,935,36,276648,158.00,2
1402007,1217567,368,61,276648,5196.00,4
1402008,467801,1229,0,276648,1560.00,1
1402009,1104196,120,38,276648,239.98,2
1402012,411768,1606,27,276648,159.99,1
1402013,1577659,29,61,276648,255.00,1
1402014,727770,466,0,276648,279.00,1
1402015,151589,1781,5,276648,86.00,2
1402016,1533906,880,0,276648,13.00,1
1402017,1089176,888,37,276648,50.00,1
1402018,418091,51,19,276648,399.90,2
1402019,974581,60,39,276648,312.00,2
1402020,1074065,142,37,276648,2999.90,10
1403000,205862,88,0,276702,299.98,2
1403001,1159180,561,37,276702,139.00,1
1403002,1644301,679,43,276702,78.00,1
1403004,1686731,88,64,276702,149.99,1
1403005,799260,255,29,276702,889.00,1
1403006,1887180,361,48,276702,778.00,2
1403008,1871157,1797,49,276702,301.00,7
1403009,753804,1608,30,276702,549.95,5
1403010,211855,60,0,276702,936.00,6
1403011,1505426,694,0,276702,102.00,1
1403012,1564394,1049,59,276702,588.00,1
1403013,1662988,25,45,276702,1399.30,7
1403014,503444,82,19,276702,40.55,1
1403015,56791,1431,5,276702,512.00,2
1403016,929301,108,42,276702,1063.92,8
1403017,1022606,67,38,276702,77.07,3
1403019,1638118,60,0,276702,468.00,3
1403020,1376991,577,51,276702,2097.00,3
1403021,1849306,420,48,276702,499.90,1
1403023,1401578,549,48,276702,834.00,6
1403024,1883710,791,49,276702,89.70,3
1403025,940026,1703,42,276702,16.17,3
1403026,1982856,437,59,276702,499.90,1
1403027,930053,72,40,276702,47.95,1
1403028,259681,638,9,276702,998.00,2
1403029,1800131,252,0,276702,360.00,1
1403031,380931,861,10,276702,89.85,3
1403032,360894,122,10,276702,1399.95,5
1403033,1335336,848,0,276702,15.60,1
1403034,643248,28,18,276702,399.80,2
1403035,957784,456,37,276702,4472.00,8
1403036,1666766,346,0,276702,1318.00,2
1403037,465435,430,0,276702,1349.75,5
1404000,1706247,86,66,276784,499.95,5
1404001,1135020,72,0,276784,47.95,1
1405000,2078014,440,45,276794,659.85,3
1405001,1116314,1658,42,276794,219.98,2
1405003,1818186,1615,62,276794,579.98,2
1405004,39314,63,0,276794,362.00,2
1405005,847501,667,31,276794,1710.00,9
1405006,316425,418,8,276794,1619.70,6
1405007,1599978,366,55,276794,1516.00,2
1405008,1373363,1113,0,276794,2617.20,6
1405010,1042301,78,40,276794,364.95,9
1405011,2014107,1612,51,276794,1439.92,8
1405012,330981,447,9,276794,459.80,2
1405013,2006486,706,62,276794,158.00,2
1405014,1404813,37,54,276794,299.23,1
1405015,2073692,712,57,276794,1032.00,8
1405016,71333,465,6,276794,2590.00,10
1406001,1388801,432,44,276826,499.90,1
1406002,802041,50,33,276826,199.95,1
1406004,260889,1776,8,276826,129.00,3
1406005,1381883,68,55,276826,51.38,2
1406007,1543325,2407,57,276826,1199.97,3
1406008,1272497,969,57,276826,984.50,5
1406009,264228,542,8,276826,5994.00,6
1406010,593404,1837,22,276826,5304.00,2
1406012,1067598,402,39,276826,3897.00,3
1406013,224418,157,8,276826,6599.94,6
1406014,1624311,2008,57,276826,199.99,1
1406015,929820,1653,0,276826,439.96,4
1406016,1230028,84,0,276826,199.98,2
1406017,1842058,67,54,276826,77.07,3
1406018,977967,49,37,276826,1199.70,6
1406020,71625,108,5,276826,265.98,2
1406021,1098561,367,36,276826,652.00,2
1407000,1221793,1287,0,276868,233.97,3
1407001,998374,113,39,276868,499.98,2
1407002,731556,994,29,276868,553.50,3
1407003,365088,2492,10,276868,24.99,1
1407004,247129,114,8,276868,999.96,4
1407006,1543325,1152,57,276868,2000.00,2
1407007,513501,408,0,276868,6822.00,9
1407008,253505,97,10,276868,269.60,4
1407009,1351308,51,44,276868,399.90,2
1407010,594800,429,27,276868,599.90,1
1407011,1020918,151,40,276868,4739.88,4
1407012,900052,2106,38,276868,2632.50,3
1407014,1756245,64,47,276868,181.00,1
1407015,1065004,856,0,276868,774.00,6
1407016,647154,69,12,276868,25.69,1
1407017,478977,60,21,276868,468.00,3
1407018,2085055,61,45,276868,362.00,2
1407019,1165228,518,36,276868,2607.00,3
1407020,2012168,1192,49,276868,4200.00,7
1407021,1682553,157,44,276868,4399.96,4
1407022,1427132,1596,45,276868,37.98,3
1407023,1620519,1909,48,276868,6399.98,2
1407025,1804844,442,0,276868,269.90,1
1407026,1391759,35,66,276868,95.95,1
1407027,805635,57,34,276868,936.00,6
1407028,262871,1296,10,276868,50.00,2
1408001,424110,2175,0,276934,779.40,6
1408002,641997,93,17,276934,67.40,1
1408003,1115892,64,40,276934,724.00,4
1408004,852023,100,33,276934,240.00,2
1408005,480220,459,0,276934,539.80,2
1408006,1037873,436,39,276934,1107.00,3
1408007,1625909,552,43,276934,14994.00,6
1408008,1681033,1361,47,276934,249.95,5
1408009,2001951,1126,51,276934,332.00,1
1408011,1091801,812,37,276934,25.90,2
1408012,285999,165,10,276934,1527.02,2
1408013,826491,722,32,276934,1145.00,5
1408014,1351815,1452,51,276934,586.00,2
1408015,439650,478,23,276934,1358.00,2
1408016,1258466,969,53,276934,196.90,1
1408017,957867,65,37,276934,181.00,1
1408019,785353,1503,30,276934,1076.00,4
1408020,959017,344,42,276934,1098.00,3
1408021,2042037,76,62,276934,37.95,1
1408022,1733897,57,0,276934,156.00,1
1408023,674569,109,18,276934,797.94,6
1408024,1604428,1589,0,276934,99.90,10
1408025,1345502,449,62,276934,349.00,1
1408027,1927617,87,66,276934,199.98,2
1408028,1119822,93,42,276934,202.20,3
1408029,382489,1573,10,276934,353.94,6
1408030,1638102,37,0,276934,299.23,1
1409000,471223,84,24,276991,599.94,6
1409001,1537343,20,62,276991,268.00,2
1409002,1885023,111,65,276991,749.97,3
1409003,226013,416,9,276991,6783.00,7
1409004,52536,1510,5,276991,129.00,1
1409005,86126,2491,6,276991,24.99,1
1409006,1834579,1461,48,276991,308.00,1
1409007,91545,1656,6,276991,479.97,3
1409009,1563218,677,50,276991,237.00,3
1409010,581789,1641,21,276991,37.98,3
1409011,321221,50,10,276991,399.90,2
1409012,236612,461,9,276991,1638.00,2
1409013,830366,497,33,276991,198.00,2
1409014,1781033,115,64,276991,249.99,1
1409015,1602848,1858,43,276991,1989.90,1
1409016,20946,446,0,276991,219.95,1
1409017,1250933,52,59,276991,799.80,4
1409018,434588,599,24,276991,20655.00,9
1409019,1829007,54,62,276991,888.00,3
1409020,571187,640,24,276991,2990.00,10
1409021,896242,425,33,276991,2583.00,7
1410000,373683,1732,9,277037,72.45,1
1410001,1353538,2510,47,277037,32.48,8
1410002,2037884,1817,54,277037,128.00,4
1410003,1362686,444,0,277037,1838.00,2
1410004,1040264,110,42,277037,265.98,2
1410005,1107432,1502,39,277037,1195.00,5
1410006,2053612,1353,55,277037,26.99,1
1410007,837870,439,0,277037,1118.00,2
1410008,1652631,2473,56,277037,59.98,2
1410009,1198478,1251,0,277037,119.98,2
1410011,486542,75,27,277037,189.75,5
1410012,1377195,1476,0,277037,864.00,3
1410013,769777,1301,0,277037,285.00,3
1410014,1022320,654,38,277037,387.00,3
1410015,923232,548,36,277037,190.00,1
1410016,1406231,28,50,277037,799.60,4
1410017,1071007,64,36,277037,724.00,4
1410018,382843,1770,0,277037,34.00,1
1410019,455761,1687,24,277037,20.64,3
1410020,1449155,84,59,277037,499.95,5
1410021,1496507,1627,45,277037,53.97,3
1410022,417275,182,19,277037,714.00,6
1410023,875681,1449,33,277037,300.00,1
1410024,686760,432,0,277037,999.80,2
1410025,1053987,307,37,277037,738.00,2
1410026,1571311,35,43,277037,479.75,5
1410027,346689,456,9,277037,1118.00,2
1410028,2025955,57,56,277037,780.00,5
1410029,1118689,634,40,277037,2499.00,1
1410030,707884,12,29,277037,77.68,1
1410031,1979837,689,45,277037,159.00,1
1410032,423757,527,0,277037,297.00,3
1410033,409755,14,0,277037,233.04,3
1410035,1784511,106,43,277037,664.95,5
1410036,761433,464,30,277037,679.00,1
1410037,1823278,62,65,277037,181.00,1
1410038,1515177,1140,54,277037,4324.50,9
1410039,1826355,341,44,277037,3868.00,4
1411000,1908175,104,53,277123,115.00,1
1411001,1918030,2154,50,277123,890.00,2
1411002,642418,92,18,277123,299.98,2
1412000,417275,433,19,277127,9690.00,10
1412001,2092033,317,0,277127,319.00,1
1412003,1243331,2204,56,277127,159.90,2
1412004,876718,419,0,277127,2214.00,6
1412005,991935,102,37,277127,230.00,2
1412007,1532128,1599,0,277127,289.40,5
1412008,1718030,1616,56,277127,227.96,4
1412009,1049772,273,42,277127,678.00,2
1412010,1408551,1049,57,277127,588.00,1
1412011,1025012,1788,0,277127,43.00,1
1412012,1153522,1696,0,277127,16.99,1
1412013,1239387,1702,63,277127,16.99,1
1412014,1069041,734,36,277127,1043.00,7
1412015,1311776,974,65,277127,148.00,1
1412016,1884663,1673,53,277127,11.00,2
1413000,1527949,104,56,277158,460.00,4
1413001,1621752,669,61,277158,376.00,2
1413002,1549048,128,61,277158,143.40,1
1413003,980266,2102,0,277158,3955.00,5
1413004,1070473,435,38,277158,2159.60,8
1413006,277015,382,9,277158,382.95,1
1413007,1246890,103,44,277158,805.00,7
1413008,1864461,431,66,277158,1107.00,3
1413009,949516,1522,37,277158,380.00,1
1413010,1284353,1166,0,277158,825.00,5
1413011,1857129,845,56,277158,107.60,4
1413012,1952261,444,49,277158,2757.00,3
1413013,1662787,56,56,277158,1480.00,5
1413014,1637269,523,66,277158,1251.00,9
1413016,1180069,1088,38,277158,673.00,1
1413017,748823,2102,30,277158,791.00,1
1413018,1727849,69,61,277158,154.14,6
1413019,318935,84,8,277158,199.98,2
1413021,1592592,96,55,277158,67.40,1
1414000,2024716,423,0,277201,1797.00,3
1414001,1236924,370,65,277201,382.95,1
1414002,1453389,1671,54,277201,44.91,9
1414003,1784517,451,47,277201,1677.00,3
1414004,1635565,105,62,277201,690.00,6
1414005,998374,648,37,277201,237.00,3
1414006,431088,1469,22,277201,400.00,2
1414007,1829007,55,54,277201,296.00,1
1414008,1834262,955,45,277201,787.60,4
1414009,2005351,172,53,277201,676.00,4
1414010,768850,1560,30,277201,1320.00,4
1414011,674984,90,14,277201,149.99,1
1414012,218565,1778,9,277201,43.00,1
1414014,76714,50,4,277201,1199.70,6
1414015,1276598,1506,48,277201,1152.00,4
1414016,1334369,1442,65,277201,1587.00,3
1414017,1101686,477,37,277201,1238.00,2
1414019,1098793,1626,0,277201,1533.00,7
1414020,2000732,897,47,277201,41.73,1
1414021,1609589,1461,45,277201,1232.00,4
1414023,1011663,1113,38,277201,4362.00,10
1414024,305226,85,10,277201,99.99,1
1414025,1380698,383,54,277201,599.00,1
1414026,1885398,53,55,277201,2072.00,7
1414028,35703,693,4,277201,458.00,2
1415001,1235768,56,64,277265,296.00,1
1415002,1532522,2510,66,277265,4.06,1
1415003,253141,1617,0,277265,463.92,8
1415004,1854194,175,59,277265,233.80,2
1415006,992150,98,42,277265,600.00,5
1415007,1926362,1357,64,277265,77.98,2
1415008,1670966,87,0,277265,199.98,2
1415009,1554835,119,56,277265,119.99,1
1415011,1404905,1653,49,277265,659.94,6
1415012,1470332,466,51,277265,1395.00,5
1415013,1731467,1457,62,277265,567.00,3
1415014,1714594,1219,53,277265,5985.00,9
1415015,1680415,211,0,277265,639.00,1
1415016,837702,1454,32,277265,597.00,3
1415017,1388023,89,45,277265,449.97,3
1415018,2027861,1630,50,277265,22.89,1
1415019,887837,76,34,277265,37.95,1
1415020,1451323,2100,57,277265,1475.00,1
1415021,1365045,1983,0,277265,665.94,1
1415022,1856429,128,44,277265,573.60,4
1415023,1762467,32,0,277265,1020.00,4
1415024,1669745,1591,50,277265,37.98,3
1415025,1186641,1645,38,277265,57.88,1
1415026,409755,1115,20,277265,2296.00,7
1415028,888864,1355,0,277265,98.97,3
1415029,311393,156,8,277265,469.97,1
1415030,1924810,154,55,277265,2349.85,5
1416000,374720,49,10,277324,199.95,1
1416001,1668853,1683,47,277324,24.95,5
1416003,1538632,114,43,277324,749.97,3
1416004,1147272,1482,40,277324,478.00,2
1416006,1190146,361,38,277324,1167.00,3
1416007,681072,685,18,277324,632.00,4
1416008,410798,1915,21,277324,9599.97,3
1416009,29647,460,6,277324,1199.60,4
1416010,478977,112,20,277324,999.96,4
1416011,363584,849,8,277324,15.60,1
1416012,2067958,442,44,277324,1349.50,5
1416013,1628073,457,47,277324,219.95,1
1416014,1581992,1599,49,277324,57.88,1
1416015,921384,179,0,277324,119.00,1
1416016,446584,110,23,277324,265.98,2
1416017,933344,171,0,277324,198.00,2
1416019,1262704,1390,0,277324,116.97,3
1417002,1491746,78,0,277365,40.55,1
1417003,702340,1428,30,277365,1072.00,4
1417005,460687,185,20,277365,338.00,2
1417006,1102822,95,40,277365,67.40,1
1417007,1471304,655,63,277365,960.00,6
1417008,937800,118,0,277365,339.98,2
1417009,1206473,1574,49,277365,119.98,2
1417010,644729,1618,14,277365,58.99,1
1417011,2068960,1897,61,277365,19199.94,6
1417012,622606,86,13,277365,99.99,1
1417013,39927,91,0,277365,449.97,3
1417014,40363,52,0,277365,199.95,1
1417015,1025107,1704,37,277365,6.99,1
1417016,1090259,56,39,277365,296.00,1
1417017,384911,1134,0,277365,1276.00,4
1417018,2037884,2128,57,277365,6600.00,4
1417019,502517,426,27,277365,499.90,1
1417020,1316816,1228,53,277365,9720.00,6
1417021,366908,445,9,277365,559.00,1
1417022,1480971,1677,0,277365,4.99,1
1417023,1163780,1493,39,277365,807.00,3
1417024,527886,93,0,277365,67.40,1
1417025,1230348,882,63,277365,26.00,2
1417026,1104307,416,36,277365,4845.00,5
1417028,1964297,437,53,277365,999.80,2
1417029,1614019,1463,44,277365,586.00,2
1417030,968940,98,36,277365,120.00,1
1417031,1317733,586,0,277365,545.00,5
1417032,1857436,339,45,277365,879.90,1
1417033,2029697,1025,65,277365,393.80,2
1417034,1780125,1664,62,277365,71.92,8
1417035,1360467,1146,49,277365,2532.00,4
1417036,219073,428,8,277365,7752.00,8
1417037,726750,1807,30,277365,96.00,3
1417038,1583625,1623,56,277365,219.00,1
1417039,1352703,589,55,277365,699.00,1
1418000,76499,1673,6,277458,44.00,8
1418001,1805297,59,49,277458,156.00,1
1418002,1918941,433,53,277458,969.00,1
1419000,1064597,792,39,277469,55.80,2
1419001,529779,460,23,277469,299.90,1
1419002,1115222,1605,40,277469,869.97,3
1419003,1894588,88,62,277469,149.99,1
1419004,1754205,448,55,277469,269.90,1
1419005,1717637,679,65,277469,702.00,9
1419006,1065004,656,36,277469,474.00,3
1419007,219940,446,9,277469,219.95,1
1419008,892786,227,33,277469,639.00,1
1419009,2009243,428,54,277469,5814.00,6
1419010,875555,1848,31,277469,5969.70,3
1419011,1869542,1681,0,277469,6.89,1
1419012,639433,366,13,277469,758.00,1
1419013,1524551,482,0,277469,358.00,2
1419014,156795,985,0,277469,693.00,3
1419015,597262,1634,0,277469,89.91,9
1419016,768377,1657,29,277469,899.95,5
1420000,1960909,59,51,277505,312.00,2
1420001,1051777,1690,38,277505,118.93,7
1420002,878881,2,31,277505,38.97,3
1420003,955344,1611,36,277505,799.95,5
1420004,1021494,1674,40,277505,20.97,3
1420005,454192,1432,21,277505,900.00,3
1420006,1944766,44,53,277505,464.00,2
1420007,1764444,136,49,277505,699.90,2
1420008,1011206,34,0,277505,383.80,4
1420009,1257286,453,56,277505,459.80,2
1420010,1057151,2489,36,277505,59.96,4
1420011,1608505,1557,0,277505,930.00,3
1420012,1991742,419,0,277505,1845.00,5
1420013,1919557,1673,61,277505,33.00,6
1420014,1272497,76,64,277505,341.55,9
1420015,1034273,737,36,277505,159.00,1
1420016,1253166,373,0,277505,978.00,3
1420017,1590949,97,50,277505,269.60,4
1420018,2086891,35,63,277505,95.95,1
1420019,1760076,165,59,277505,7635.10,10
1420020,302755,886,0,277505,750.00,5
1420022,1932022,527,53,277505,99.00,1
1421000,504047,2488,27,277554,44.97,3
1421001,1430661,1349,63,277554,39.96,4
1421002,1680645,114,0,277554,999.96,4
1421003,1685102,49,59,277554,599.85,3
1421005,613639,48,14,277554,449.85,3
1421006,398841,1558,10,277554,760.00,2
1421007,366500,720,9,277554,472.00,2
1421008,845621,925,31,277554,11.94,6
1421009,1901931,383,59,277554,599.00,1
1421010,1447394,1703,48,277554,5.39,1
1421011,878516,697,32,277554,294.00,2
1421012,937795,1722,42,277554,168.00,3
1421013,819031,377,33,277554,3594.00,6
1421014,261111,616,9,277554,2495.00,5
1421015,1432419,441,43,277554,459.80,2
1421016,514540,432,0,277554,2999.40,6
1421017,381223,1788,9,277554,43.00,1
1421018,1445735,756,49,277554,29.90,1
1421019,1738685,64,61,277554,362.00,2
1421020,1350819,1632,0,277554,17.99,1
1421023,1456891,437,48,277554,999.80,2
1421024,452209,381,23,277554,2097.00,3
1421025,1745312,238,44,277554,2276.00,4
1421026,382095,1399,9,277554,65.98,2
1421027,1306594,1619,56,277554,179.97,3
1421028,1336461,1645,51,277554,57.88,1
1422000,1885716,64,64,277607,543.00,3
1422001,1539414,64,63,277607,905.00,5
1422002,1553965,454,61,277607,809.70,3
1422004,2013443,1615,62,277607,289.99,1
1422005,962079,1323,37,277607,71.98,2
1422006,1547892,342,61,277607,1198.00,2
1422007,90079,1574,0,277607,59.99,1
1422008,1303868,457,59,277607,219.95,1
1422009,1553334,2115,48,277607,1755.00,2
1422010,266399,602,9,277607,5994.00,6
1422011,1164661,88,39,277607,299.98,2
1422012,756093,50,30,277607,799.80,4
1422013,1577700,903,0,277607,531.93,7
1422014,1803392,1775,65,277607,301.00,7
1422015,1883496,448,45,277607,269.90,1
1422016,489501,90,24,277607,149.99,1
1422017,1727550,1300,65,277607,570.00,6
1422018,1316604,138,56,277607,3999.92,8
1422019,1775355,724,63,277607,163.00,1
1422021,1826355,1374,51,277607,16.00,1
1422022,1732784,1072,43,277607,427.00,1
1422023,830974,425,34,277607,369.00,1
1422024,1887180,67,50,277607,102.76,4
1422025,517972,420,0,277607,2499.50,5
1422026,1276047,1070,65,277607,624.00,2
1422027,1953058,79,54,277607,405.50,10
1422028,2042548,1671,49,277607,14.97,3
1422029,1223138,120,50,277607,599.95,5
1422030,1756681,1208,45,277607,1780.00,2
1422031,1805961,57,0,277607,156.00,1
1423000,1535814,6,0,277690,64.71,3
1423001,1800201,97,0,277690,471.80,7
1423002,1093798,152,0,277690,1184.97,1
1423003,1885023,53,47,277690,2960.00,10
1423004,1582605,62,55,277690,181.00,1
1423005,366500,1441,9,277690,600.00,3
1423006,1399330,2043,51,277690,1331.88,2
1423007,1958828,1618,0,277690,58.99,1
1423008,1647241,1539,0,277690,620.00,2
1423009,1046044,85,0,277690,999.90,10
1423010,1384111,1681,0,277690,6.89,1
1423011,517979,425,0,277690,1107.00,3
1423013,1254388,58,49,277690,312.00,2
1423014,1795837,112,62,277690,249.99,1
1423015,1745379,418,61,277690,269.95,1
1423016,500746,453,0,277690,919.60,4
1423017,466634,437,21,277690,3499.30,7
1423018,789843,1690,29,277690,67.96,4
1423020,1745966,2091,64,277690,2632.50,3
1423021,538285,451,20,277690,559.00,1
1423022,1404342,424,61,277690,539.90,2
1424000,931863,96,0,277735,202.20,3
1424001,1214791,435,53,277735,2699.50,10
1424002,39582,439,4,277735,2795.00,5
1424003,435755,1530,27,277735,266.00,1
1424004,1355146,1624,0,277735,219.00,1
1424005,403323,450,22,277735,6433.00,7
1424006,575507,35,21,277735,95.95,1
1424007,1676662,520,50,277735,679.00,1
1424010,1277982,115,44,277735,249.99,1
1424011,1870033,62,45,277735,362.00,2
1424012,535496,112,27,277735,249.99,1
1424013,540122,147,24,277735,2899.99,1
1424014,1670993,1231,0,277735,4500.00,3
1424015,1499630,137,53,277735,999.98,2
1424018,1340193,94,64,277735,269.60,4
1424019,1950674,1667,0,277735,5.50,1
1424020,1778116,109,0,277735,132.99,1
1424021,1960599,138,51,277735,999.98,2
1424022,889542,2503,33,277735,19.98,2
1424024,1214232,53,64,277735,592.00,2
1424025,1433991,29,45,277735,510.00,2
1424026,1215815,1785,55,277735,86.00,2
1424027,2043244,416,51,277735,6783.00,7
1424028,417969,67,24,277735,25.69,1
1424029,1715326,2096,0,277735,877.50,1
1424030,1610098,441,55,277735,229.90,1
1424031,1158399,65,39,277735,905.00,5
1424032,938069,450,37,277735,6433.00,7
1424033,75965,583,4,277735,251.00,1
1424034,1613767,1341,47,277735,32.00,2
1424035,2087433,1584,50,277735,19.98,2
1424036,1109178,21,36,277735,536.00,4
1424037,1323956,1853,0,277735,5969.70,3
1425000,943913,444,37,277803,1838.00,2
1425001,217020,457,8,277803,879.80,4
1425002,1523982,543,59,277803,1603.00,7
1426001,247866,34,0,277806,287.85,3
1426002,873244,1486,34,277806,576.00,2
1426004,959331,437,37,277806,999.80,2
1426006,1640519,528,44,277806,2457.00,3
1426007,1857865,1474,65,277806,416.00,2
1426008,1918775,916,49,277806,358.00,2
1426009,292911,417,0,277806,1198.00,2
1426010,1448616,1619,0,277806,59.99,1
1426013,1765360,1571,49,277806,170.97,3
1426014,1783443,51,65,277806,799.80,4
1426015,945228,1608,0,277806,549.95,5
1426016,1677730,1699,55,277806,13.76,2
1426017,584827,86,0,277806,499.95,5
1427000,1229112,441,0,277833,229.90,1
1427001,441038,2024,0,277833,189.98,2
1427002,1391462,1588,56,277833,27.78,2
1427003,1605025,620,0,277833,190.00,1
1427004,181488,76,0,277833,303.60,8
1427005,1295068,1495,48,277833,690.00,3
1427007,1928459,649,59,277833,182.00,2
1427008,1100982,1055,0,277833,338.00,1
1427009,1792421,417,64,277833,1797.00,3
1427010,1389310,697,45,277833,441.00,3
1427011,1557811,30,50,277833,1530.00,6
1427012,1433844,1024,55,277833,186.90,1
1427013,1854270,75,51,277833,151.80,4
1427014,1324146,419,0,277833,1476.00,4
1427015,837526,1430,31,277833,897.00,3
1427016,1253732,48,57,277833,299.90,2
1427018,574975,1096,22,277833,1264.00,2
1427019,1686814,92,57,277833,449.97,3
1427020,1376346,1355,0,277833,32.99,1
1427021,1877381,53,48,277833,888.00,3
1427022,1314363,347,56,277833,1758.00,3
1428000,790269,1145,29,277886,2264.00,4
1428001,1861844,374,65,277886,1299.00,1
1428002,1843621,1206,0,277886,4680.00,3
1428003,1790385,2494,48,277886,17.64,6
1428004,1130928,113,38,277886,249.99,1
1428005,1413086,1648,53,277886,219.98,2
1428006,1884908,1450,56,277886,2772.00,9
1428008,2098404,29,43,277886,1020.00,4
1428009,2090990,1583,54,277886,111.12,8
1428010,896698,1808,31,277886,256.00,8
1428011,596705,448,0,277886,809.70,3
1428012,71333,442,1,277886,1889.30,7
1428013,2003153,1571,0,277886,284.95,5
1428016,881368,447,0,277886,459.80,2
1428017,528022,776,0,277886,167.30,7
1428018,644729,1476,12,277886,1440.00,5
1428020,321310,1218,10,277886,1276.00,2
1428021,1499317,90,65,277886,149.99,1
1428022,1912902,1636,0,277886,50.64,4
1428023,1352889,81,44,277886,243.30,6
1428024,1691086,1019,63,277886,268.00,1
1428025,2068819,721,53,277886,2480.00,10
1428027,1938586,1482,59,277886,478.00,2
1428028,680422,56,15,277886,296.00,1
1429000,1100638,95,37,277946,539.20,8
1429001,1951594,133,0,277946,699.90,2
1429002,1784590,1654,61,277946,779.97,3
1429003,1529931,2499,51,277946,213.48,9
1429004,1261289,1727,47,277946,168.00,3
1429005,1646029,898,51,277946,125.19,3
1429006,910717,1589,39,277946,19.98,2
1429007,209922,1451,9,277946,536.00,2
1429008,1720965,69,61,277946,77.07,3
1429009,1419155,2097,45,277946,2373.00,3
1429010,1387026,3,50,277946,14.52,1
1429012,1451193,437,0,277946,999.80,2
1429013,834711,2448,0,277946,14.99,1
1429014,1743133,457,53,277946,879.80,4
1429015,1628237,66,51,277946,25.69,1
1429017,1433269,1417,0,277946,268.00,1
1429018,402514,168,27,277946,129.00,1
1429019,1264875,417,59,277946,2396.00,4
1429021,1655733,91,0,277946,449.97,3
1429022,1639435,544,43,277946,1996.00,4
1429023,875555,1714,31,277946,140.26,2
1429024,692928,566,15,277946,999.00,1
1429025,365200,152,8,277946,8294.79,7
1429026,1224615,7,63,277946,43.14,2
1429027,1492176,429,0,277946,599.90,1
1429028,950698,542,36,277946,2997.00,3
1429029,39268,1288,0,277946,389.95,5
1429030,423898,1451,23,277946,268.00,1
1429031,1718920,61,65,277946,362.00,2
1430000,1825407,432,44,278008,499.90,1
1430001,2012901,170,64,278008,218.00,2
1430002,1387194,1700,63,278008,8.88,1
1430003,543834,1798,20,278008,129.00,3
1430004,739625,420,30,278008,999.80,2
1430005,1076923,307,40,278008,1476.00,4
1430006,1041566,394,40,278008,758.00,1
1430008,982052,2500,40,278008,237.20,10
1430009,488029,429,23,278008,1799.70,3
1430010,1442274,1598,65,278008,231.52,4
1430011,156006,97,5,278008,202.20,3
1430012,1233782,1726,0,278008,56.00,1
1430013,1733399,87,0,278008,99.99,1
1430014,1327386,754,54,278008,59.80,2
1430016,1784590,209,51,278008,1398.00,2
1430017,1262470,1480,54,278008,129.00,1
1430019,1232975,1699,63,278008,6.88,1
1430020,1791133,1284,66,278008,24.99,1
1430021,1013313,713,0,278008,160.00,1
1430022,121324,1324,6,278008,194.95,5
1431000,1958543,449,50,278052,1396.00,4
1431001,336562,1296,10,278052,175.00,7
1431002,1997208,1360,43,278052,93.98,2
1431003,747526,443,30,278052,698.00,2
1431005,1941222,1511,47,278052,458.00,2
1431006,457019,693,0,278052,458.00,2
